2.400931119918822798e+00,4.235430240631104404e+00,7.147523403167724609e+00,4.557805657386779785e-01,-1.471709847450256348e+00,3.680720329284667969e-01,1.402726292610168457e+00,3.231591224670410600e+00,-1.111184239387512207e+00,2.542668342590332031e+00,-2.393622875213623047e+00,1.879915237426757590e+00,-9.092778563499449573e-01,2.983052253723144087e+00,-2.826112747192382368e+00,-8.818541526794433594e+00,-1.486437082290649414e+00,9.315062761306763806e-01,-2.232983112335204634e+00,2.868744134902954102e+00,2.688434123992919922e+00,-2.595020055770874023e+00,-1.278340935707092285e+00,8.194781839847564697e-02,9.349706172943116345e-01,9.888619780540464088e-01,-2.817641496658324751e+00,5.738247036933897816e-01,3.931404352188109463e+00,2.042438685894012451e-01,1.062377834320068537e+01,-8.322257995605468750e+00
2.959725160484041329e+00,-2.146311066459564376e+00,1.201100161527585808e+00,4.206000363231762407e+00,6.006231222928076541e+00,1.064849257755885237e+00,-1.838939834357135483e+00,-2.272449028415278738e-01,-3.465724609432161429e-01,-4.516809739085839159e-01,-2.008169570785836910e+00,2.582772165697054145e+00,2.168081276494021381e+00,-7.112394277690986533e-01,-1.018632744028296511e+00,-6.095760470027729028e+00,-3.243504512697061415e+00,3.004447254754660790e-01,1.015193203561540303e+00,1.501410699735472587e+00,2.825173333388117047e+00,-6.099999410349866702e-01,-3.672226013768744579e+00,-1.047564104252870276e+00,-1.498404559255736013e+00,-9.213229827783917525e-01,-3.844674098452582900e-01,-1.260944492165601671e+00,-7.214554733318321311e-01,3.082391194825136793e+00,6.122824117760996998e+00,-2.656564609868878879e+00
3.543542385101317915e+00,-7.539449930191040039e-01,4.590101838111876886e-01,1.193609595298767090e+00,4.166586875915527344e+00,1.610900282859802246e+00,-3.181179285049438921e+00,-4.144847393035888672e-01,-3.642285585403442383e+00,5.279076099395751953e-01,6.882169842720031738e-01,-7.394424080848693848e-01,1.844800114631652832e+00,-1.620130419731139693e+00,2.156280517578125000e+00,-7.896176815032959873e+00,-2.761025667190552202e+00,2.968665122985839844e+00,-1.414832353591918501e+00,1.616154193878173606e+00,4.693833827972412998e+00,-9.582239389419557885e-01,-5.564399242401123047e+00,-6.674913763999938965e-01,-2.781279325485229048e+00,3.894816040992736261e-01,-3.455172538757324219e+00,3.951513469219207764e-01,1.614164829254150391e+00,8.674971461296081543e-01,6.588550567626953125e+00,-6.279468536376953125e+00
-2.940113067626952681e+00,1.279881238937377708e+00,-2.462052822113036665e+00,-7.446492910385132946e-01,-1.845080494880676047e+00,-2.705488681793212891e+00,1.125119686126708762e+00,-8.397355079650880016e-01,-3.896343231201171875e+00,-1.120876073837280273e+00,-1.729948967695236206e-01,-9.874263405799863502e-01,-2.119744755327700875e-02,-2.619589328765869141e+00,5.127123594284057617e-01,-4.145508289337158203e+00,2.438124656677246094e+00,-6.120727658271789551e-01,4.333998680114745206e+00,-1.915667772293090820e+00,4.127647876739501398e-01,3.914007544517517090e-02,3.240573406219481978e+00,-5.760207772254943848e-01,3.706525802612304688e+00,1.195010542869567871e+00,-1.887120485305785911e+00,-8.133898973464965820e-01,-9.876940399408339066e-02,5.253113508224488415e-01,1.288913726806640625e+01,-5.339453697204589844e+00
6.907914161682128906e+00,-1.035285353660583496e+00,-1.841293573379516824e+00,-6.050383672118186257e-02,4.320387840270996094e+00,2.423103332519531250e+00,-5.194417476654053623e+00,-9.379090070724488415e-01,-4.159663200378417969e+00,4.763647079467772549e+00,-6.128059029579162598e-01,-1.465553164482116699e+00,2.056057214736938477e+00,-2.507453441619872603e+00,7.581775665283203125e+00,-6.679668426513671875e+00,-2.442566394805908203e+00,9.294962286949154384e-01,9.947641491889953613e-01,2.790701150894164595e+00,3.622611999511719194e+00,7.265472108791452399e+01,-6.397235393524169922e-01,1.529123544692993164e+00,-2.930810213088988814e+00,3.477284014225006104e-01,-3.324412822723388672e+00,3.475988864898682085e+00,4.956616878509521484e+00,3.751031309366225502e-02,5.432439804077148438e+00,-2.220026969909667969e+00
4.503897190093993252e+00,-3.187272548675536554e-01,1.628166913986206277e+00,2.274479627609252930e+00,3.128190994262696201e+00,1.841231346130371094e+00,-1.220488429069519265e+00,-9.705463051795959473e-01,-1.211778640747070312e+00,4.066608905792236328e+00,9.153552353382110596e-02,7.403820753097535290e-01,4.731607913970947266e+00,-1.775923013687133345e+00,-7.081292271614074707e-01,-6.311170578002929688e+00,-6.787444353103637695e-01,4.390965998172760565e-01,-3.380399346351623535e-01,3.403538942337036577e+00,1.393080949783325195e+00,-2.640774488449096680e+00,-2.204566955566406250e+00,-2.126759290695190430e+00,-2.776208817958831787e-01,-1.062026381492614524e+00,-1.515425562858581765e+00,-2.852626323699951616e+00,4.644541263580321377e+00,1.503043413162231223e+00,2.246983289718627930e+00,-3.937367916107177734e+00
-2.172812819480895996e-01,9.586879014968869850e-01,-3.902312517166137695e-01,5.000395774841308594e-01,1.434765577316284180e+00,8.290768265724183239e-01,-1.186803057789802551e-01,-1.507480889558792114e-01,-2.086751461029052734e+00,-2.292705297470092773e+00,1.468453288078307883e+00,-7.248780727386473499e-01,-1.133744478225708008e+00,2.229237258434295932e-01,-1.021285176277160867e+00,-5.791538715362548828e+00,-3.910991251468657892e-01,1.669950038194656372e-01,1.585117131471633911e-01,-4.689630866050720215e-02,3.326757669448852539e+00,-4.179375171661376398e-01,-2.689722299575805664e+00,-6.299010515213011585e-01,2.814626693725585382e-01,-1.833169579505920410e+00,-1.385518670082092063e+00,-2.187934160232543945e+00,-6.124371886253356934e-01,-1.131923422217368941e-01,9.301737785339355469e+00,-5.305256843566895419e+00
6.047384119563781191e+00,-1.198485944779500656e+00,-2.558364888669486081e+00,1.824629755095104944e+00,5.522588036260992261e+00,2.498295209159975716e+00,-3.660807318925192178e+00,7.855209380104142269e-01,-6.139071805430637019e-01,1.573939744589406109e+00,-1.739020061927923688e+00,1.370928843077526826e-01,2.798568020143964219e+00,-9.938462759875983377e-01,-4.117215448523640076e-01,-8.134251729635355588e+00,-1.829339748086421746e+00,1.111203348522573631e+00,-2.840284957673953059e+00,1.650326137460100373e+00,2.360999043377185913e+00,-2.476408208892578955e+00,-3.845123330377572923e+00,1.980250094382674242e-01,-2.777836807588379475e+00,4.989119796581901189e-01,-2.913141550490752962e+00,-1.371694715471865278e+00,2.709333516031835032e+00,2.286448287260482992e+00,2.573732803585685680e+00,-5.826629432098288319e+00
1.461242111430299806e-01,5.772845441967322522e-03,3.080150296448407321e-01,4.623677456895487481e-01,6.345474099294584613e-01,2.674606526755426428e-01,7.896849983191209787e-01,3.006727213132225351e-01,5.716560990854724356e-01,1.214403820403332501e-01,9.795461970155140419e-01,7.821869654105362279e-02,1.065874901960139898e-02,8.420247008582142367e-01,9.107314075738537351e-01,8.240732225179711046e-01,1.822604411160416715e-01,6.330224168547865515e-01,9.170147144972373709e-01,3.958029954145833029e-01,4.447909253185460265e-01,3.685128247623459252e-02,3.679430089896229550e-02,2.337418096528133260e-01,6.603407354866526191e-01,5.178302666061512793e-01,6.876152968668228782e-01,9.125645735815139936e-01,1.143640563536737487e-01,3.616544047954539653e-01,8.922308024402045845e-01,7.681828403482037215e-01
-4.370225429534912109e+00,1.689199924468993919e+00,-1.674121618270873801e+00,-9.636485576629639782e-01,-3.421621799468994141e+00,-8.078463077545166016e-01,2.012036085128784180e+00,2.255863398313522616e-01,-3.436356067657470703e+00,4.879353940486907959e-01,1.453503251075744851e+00,-1.993053793907165305e+00,9.721636027097702026e-02,-1.120133757591247559e+00,1.643632650375366211e+00,-3.403785943984985352e+00,2.735337972640991211e+00,2.709679603576660156e-01,5.979180812835692471e+00,-8.580249547958374023e-01,1.288206577301025613e+00,2.390593290328979492e-04,3.688037633895873579e+00,-9.701383113861086205e-01,2.855884075164794922e+00,1.006831169128417969e+00,-1.836104273796081099e+00,-1.955110073089600053e+00,1.058464765548706055e+00,3.126032054424285334e-01,1.082733058929443182e+01,-5.856275081634520596e+00
